"intervention","coefficients","ci.lower","ci.upper","Model","variables","seed"
"lifestyle_close",0.873492337092123,0.845115658469224,0.902821827181236,"OLS","Intervention",1000045
"log10_popsize",1.45864052891315,1.3832796231256,1.53810708769102,"GEE","Census",1000046
"med_income",0.752815285444987,0.639221015133262,0.886596092091039,"GEE","Census",1000046
"percent_poverty",1.04626003825605,1.00702139058199,1.08702762214307,"GEE","Census",1000046
"med_age",0.992014754365109,0.989078819913039,0.994959403705146,"GEE","Census",1000046
"prop_white",0.962475802563773,0.953800447148253,0.971230065251575,"GEE","Census",1000046
"prop_belowCollege",1.03139283455142,1.01405399826907,1.04902813950718,"GEE","Census",1000046
"log10_popdense",0.948832939608071,0.905290387470362,0.994469796372126,"GEE","Census",1000046
"face_mask",0.80738942179328,0.780924878661183,0.834750814369322,"GEE","Intervention",1000046
"suspend_medical",1.02193151613827,0.986973517056922,1.05812770619299,"GEE","Intervention",1000046
"ban_nursing_home_visit",0.742933552838974,0.700348903799643,0.788107557446599,"GEE","Intervention",1000046
"earliest_date_school_closed",0.746549810146223,0.686198614863092,0.812208895438472,"GEE","Intervention",1000046
"daycare_close",0.670319007041004,0.611164812017634,0.735198693323125,"GEE","Intervention",1000046
"lv3_stay_home",0.838186376494482,0.813337851529744,0.863794056085754,"GEE","Intervention",1000046
"lifestyle_close",0.828620883784555,0.799347204878264,0.85896662283127,"GEE","Intervention",1000046
"log10_popsize",1.35073863655105,1.28329242961023,1.42172962465456,"OLS","Census",1000046
"med_income",0.818019046775558,0.691995317593248,0.9669937698638,"OLS","Census",1000046
"percent_poverty",1.03662766345247,0.998392670317217,1.07632692484962,"OLS","Census",1000046
"med_age",0.993548061922925,0.990806698686372,0.996297009961242,"OLS","Census",1000046
"prop_white",0.972583584698133,0.963151723856347,0.982107808972113,"OLS","Census",1000046
"prop_belowCollege",1.02449092676961,1.00747254617389,1.04179678445759,"OLS","Census",1000046
"log10_popdense",0.965212714392056,0.920165886994758,1.01246481443339,"OLS","Census",1000046
"face_mask",0.889828354732014,0.86233803111712,0.91819503757633,"OLS","Intervention",1000046
"suspend_medical",0.985043482964262,0.95354687666999,1.01758045364159,"OLS","Intervention",1000046
"ban_nursing_home_visit",0.886163249923246,0.836263824234884,0.939040148284549,"OLS","Intervention",1000046
"earliest_date_school_closed",0.865321091780634,0.807214515013064,0.927610415762049,"OLS","Intervention",1000046
"daycare_close",0.747255301996893,0.68811310395825,0.811480675415749,"OLS","Intervention",1000046
"lv3_stay_home",0.890265910741445,0.864471601297882,0.916829876931015,"OLS","Intervention",1000046
"lifestyle_close",0.843785396443164,0.815971643843509,0.872547227128021,"OLS","Intervention",1000046
"log10_popsize",1.40219771859788,1.32888033713753,1.4795601884488,"GEE","Census",1000047
"med_income",0.755699340664207,0.640418727900322,0.891731407282023,"GEE","Census",1000047
"percent_poverty",1.05013777096257,1.01021964258396,1.09163323649251,"GEE","Census",1000047
"med_age",0.99164893151593,0.988692300991819,0.994614403682731,"GEE","Census",1000047
"prop_white",0.956540278576261,0.94760887968377,0.965555857648873,"GEE","Census",1000047
"prop_belowCollege",1.02681363585634,1.00917324225895,1.04476238432606,"GEE","Census",1000047
"log10_popdense",0.979370503809001,0.933860006133037,1.02709889858422,"GEE","Census",1000047
"face_mask",0.813169489785271,0.786461730450905,0.840784228291088,"GEE","Intervention",1000047
"suspend_medical",0.996708398078627,0.962774393871392,1.03183844223963,"GEE","Intervention",1000047
"ban_nursing_home_visit",0.752416131320976,0.706383348790845,0.801448725597934,"GEE","Intervention",1000047
"earliest_date_school_closed",0.86110980086786,0.785371432293056,0.94415210263721,"GEE","Intervention",1000047
"daycare_close",0.654376703332556,0.594232170316788,0.720608696826535,"GEE","Intervention",1000047
"lv3_stay_home",0.840149482013659,0.815047835431333,0.866024203050948,"GEE","Intervention",1000047
"lifestyle_close",0.842682105365098,0.812549244152396,0.87393242417363,"GEE","Intervention",1000047
"log10_popsize",1.32026823045672,1.25286190741557,1.39130114024221,"OLS","Census",1000047
"med_income",0.830595064725489,0.699511375571187,0.986242948491023,"OLS","Census",1000047
"percent_poverty",1.04234602056033,1.00299344858678,1.08324259556113,"OLS","Census",1000047
"med_age",0.992811828627479,0.989994873425807,0.995636799261172,"OLS","Census",1000047
"prop_white",0.96746900922374,0.957850452899647,0.977184153303761,"OLS","Census",1000047
"prop_belowCollege",1.02185454176878,1.00446129846127,1.03954896632959,"OLS","Census",1000047
"log10_popdense",0.98447001292151,0.937454539586225,1.03384341897737,"OLS","Census",1000047
"face_mask",0.887748518621715,0.859641381072313,0.916774657045918,"OLS","Intervention",1000047
"suspend_medical",0.963209338409125,0.931666527293745,0.995820073404898,"OLS","Intervention",1000047
"ban_nursing_home_visit",0.886648474154621,0.834696062562048,0.941834461645466,"OLS","Intervention",1000047
"earliest_date_school_closed",0.998407090582702,0.927404232888459,1.07484598751633,"OLS","Intervention",1000047
"daycare_close",0.731566367341164,0.672062917798481,0.79633816366167,"OLS","Intervention",1000047
"lv3_stay_home",0.891021614565214,0.864565988281584,0.918286780168625,"OLS","Intervention",1000047
"lifestyle_close",0.857288096018502,0.828228447841317,0.887367345918356,"OLS","Intervention",1000047
"log10_popsize",1.41321797327876,1.33898216855512,1.49156955701155,"GEE","Census",1000048
"med_income",0.763384736799077,0.647654099570142,0.899795518571688,"GEE","Census",1000048
"percent_poverty",1.03868059907478,0.999507747841902,1.07938871832036,"GEE","Census",1000048
"med_age",0.990941833725425,0.987984356148916,0.993908164350629,"GEE","Census",1000048
"prop_white",0.960641303504899,0.951818352386282,0.969546039626134,"GEE","Census",1000048
"prop_belowCollege",1.03972389294266,1.02235652052207,1.0573862951486,"GEE","Census",1000048
"log10_popdense",0.999488385109756,0.953189675345648,1.04803593430348,"GEE","Census",1000048
"face_mask",0.817917045150002,0.791576933493714,0.845133636972284,"GEE","Intervention",1000048
"suspend_medical",1.01078647893251,0.977171888476802,1.04555740708565,"GEE","Intervention",1000048
"ban_nursing_home_visit",0.733516562774426,0.690310640655319,0.779426704698678,"GEE","Intervention",1000048
"earliest_date_school_closed",0.757683626733609,0.694204827768418,0.826966991954866,"GEE","Intervention",1000048
"daycare_close",0.700281569333417,0.637750661757205,0.768943578979411,"GEE","Intervention",1000048
"lv3_stay_home",0.866511851445495,0.841301654276125,0.892477489945674,"GEE","Intervention",1000048
"lifestyle_close",0.835074305924749,0.805499006621423,0.86573551386569,"GEE","Intervention",1000048
"log10_popsize",1.32806097315118,1.26190578601453,1.39768433424628,"OLS","Census",1000048
"med_income",0.845179440905169,0.714764298835948,0.999389992606115,"OLS","Census",1000048
"percent_poverty",1.03070922780912,0.992720589182629,1.07015158531726,"OLS","Census",1000048
"med_age",0.992031904372245,0.989284154653229,0.994787286002156,"OLS","Census",1000048
"prop_white",0.971248599194213,0.961819004852232,0.980770640502833,"OLS","Census",1000048
"prop_belowCollege",1.03385697998795,1.01665689542276,1.0513480603752,"OLS","Census",1000048
"log10_popdense",1.00307492995178,0.956360261623361,1.05207143737851,"OLS","Census",1000048
"face_mask",0.895131978113973,0.867506856586698,0.923636801436804,"OLS","Intervention",1000048
"suspend_medical",0.983454730294045,0.952046246644622,1.01589939558762,"OLS","Intervention",1000048
"ban_nursing_home_visit",0.847885832011197,0.800034166658961,0.898599602473949,"OLS","Intervention",1000048
"earliest_date_school_closed",0.952675252482045,0.887606922555587,1.02251358526881,"OLS","Intervention",1000048
"daycare_close",0.748596936661023,0.690123162850974,0.812025162672711,"OLS","Intervention",1000048
"lv3_stay_home",0.905557502285338,0.879382659363591,0.932511439944379,"OLS","Intervention",1000048
"lifestyle_close",0.851110217905989,0.822997841519584,0.880182871058895,"OLS","Intervention",1000048
"log10_popsize",1.4369477306361,1.36290307449754,1.51501513146228,"GEE","Census",1000049
"med_income",0.680040885811561,0.576774812181753,0.801795772991632,"GEE","Census",1000049
"percent_poverty",1.02908243557348,0.98988267973809,1.06983451764814,"GEE","Census",1000049
"med_age",0.990648145371661,0.98769323732004,0.993611893700065,"GEE","Census",1000049
"prop_white",0.964131688133548,0.955039441097583,0.973310495946593,"GEE","Census",1000049
"prop_belowCollege",1.03040827837338,1.01292334712209,1.04819503189161,"GEE","Census",1000049
"log10_popdense",0.959942245381964,0.915610030100673,1.0064209479746,"GEE","Census",1000049
"face_mask",0.77886527667487,0.753380741015465,0.805211875196276,"GEE","Intervention",1000049
"suspend_medical",1.01358926976671,0.978617979917858,1.04981027210683,"GEE","Intervention",1000049
"ban_nursing_home_visit",0.691188794392828,0.651326904117171,0.733490274199186,"GEE","Intervention",1000049
"earliest_date_school_closed",0.679219385297168,0.626112064609112,0.736831310943484,"GEE","Intervention",1000049
"daycare_close",0.670281801033582,0.610822674732671,0.73552883902591,"GEE","Intervention",1000049
"lv3_stay_home",0.79920607277347,0.775200127359368,0.82395542030386,"GEE","Intervention",1000049
"lifestyle_close",0.846688646918988,0.816566847861852,0.877921589271759,"GEE","Intervention",1000049
"log10_popsize",1.34630737899892,1.27859540940534,1.4176052451103,"OLS","Census",1000049
"med_income",0.758426172162082,0.640257976324181,0.898403893260024,"OLS","Census",1000049
"percent_poverty",1.01846361222978,0.980626935953977,1.05776018525033,"OLS","Census",1000049
"med_age",0.992130481646521,0.989356388247801,0.994912353429529,"OLS","Census",1000049
"prop_white",0.973400558786707,0.963858799180398,0.983036777432516,"OLS","Census",1000049
"prop_belowCollege",1.02478598763175,1.00756835227828,1.04229784319022,"OLS","Census",1000049
"log10_popdense",0.966966906049033,0.921426581319134,1.01475800280847,"OLS","Census",1000049
"face_mask",0.881715125133751,0.854119424618317,0.910202413716367,"OLS","Intervention",1000049
"suspend_medical",0.97642941502056,0.944877192477568,1.00903525887575,"OLS","Intervention",1000049
"ban_nursing_home_visit",0.84095222828529,0.792743626947797,0.892092507865175,"OLS","Intervention",1000049
"earliest_date_school_closed",0.826766430595804,0.769994371812559,0.887724320829871,"OLS","Intervention",1000049
"daycare_close",0.759459452386473,0.699150545808913,0.824970620815052,"OLS","Intervention",1000049
"lv3_stay_home",0.861116607721843,0.835871301991454,0.887124381860828,"OLS","Intervention",1000049
"lifestyle_close",0.865934016372536,0.837086746647015,0.895775406449323,"OLS","Intervention",1000049
"log10_popsize",1.37156024808465,1.30344417763405,1.44323596392187,"GEE","Census",1000050
"med_income",0.675371772519181,0.575690989230589,0.792312264128563,"GEE","Census",1000050
"percent_poverty",1.0291024436243,0.991758432300264,1.06785261912739,"GEE","Census",1000050
"med_age",0.991290483738792,0.988476907498604,0.994112068472855,"GEE","Census",1000050
"prop_white",0.963848040977168,0.955176236191414,0.972598574897289,"GEE","Census",1000050
"prop_belowCollege",1.02245672288499,1.00585885387695,1.03932847649876,"GEE","Census",1000050
"log10_popdense",0.979194952301041,0.935463762438225,1.02497049389998,"GEE","Census",1000050
"face_mask",0.823575991464374,0.797400979960917,0.8506102083669,"GEE","Intervention",1000050
"suspend_medical",1.02582153811371,0.99174963732246,1.06106399080621,"GEE","Intervention",1000050
"ban_nursing_home_visit",0.761686963832196,0.718564794761162,0.807396960026056,"GEE","Intervention",1000050
"earliest_date_school_closed",0.738202811471244,0.679642153366343,0.801809287674234,"GEE","Intervention",1000050
"daycare_close",0.704970506991343,0.642182490342919,0.773897487398398,"GEE","Intervention",1000050
"lv3_stay_home",0.843706034477923,0.819249357976264,0.86889280496096,"GEE","Intervention",1000050
"lifestyle_close",0.833023170283069,0.804212082427815,0.862866422167614,"GEE","Intervention",1000050
"log10_popsize",1.29982441435104,1.23565381605972,1.36732755257511,"OLS","Census",1000050
"med_income",0.752625317327396,0.637602130714211,0.888398643912401,"OLS","Census",1000050
"percent_poverty",1.02408964668886,0.986741504371745,1.06285141529854,"OLS","Census",1000050
"med_age",0.992660872449981,0.989939008346942,0.995390220392058,"OLS","Census",1000050
"prop_white",0.972338159650497,0.962983413662177,0.981783780799557,"OLS","Census",1000050
"prop_belowCollege",1.02045997085093,1.00364249469323,1.03755924805414,"OLS","Census",1000050
"log10_popdense",0.987075676663126,0.941455405595243,1.03490657727325,"OLS","Census",1000050
"face_mask",0.895314848652083,0.867863965263959,0.923634014431167,"OLS","Intervention",1000050
"suspend_medical",0.997465381409486,0.965871986309422,1.03009218738397,"OLS","Intervention",1000050
"ban_nursing_home_visit",0.878714798974816,0.82829720355745,0.932201261360164,"OLS","Intervention",1000050
"earliest_date_school_closed",0.87135871824431,0.808607856017446,0.938979271856079,"OLS","Intervention",1000050
"daycare_close",0.791546929217541,0.728618118901575,0.859910733620331,"OLS","Intervention",1000050
"lv3_stay_home",0.886319599296125,0.860932537429032,0.912455271399473,"OLS","Intervention",1000050
"lifestyle_close",0.849740491822555,0.8219472969665,0.878473481338386,"OLS","Intervention",1000050
"log10_popsize",1.48415470238745,1.40930305350346,1.56298191162145,"GEE","Census",1000051
"med_income",0.767943529609944,0.651844262996357,0.904721109239977,"GEE","Census",1000051
"percent_poverty",1.04576952856415,1.00673326528582,1.08631942996619,"GEE","Census",1000051
"med_age",0.992118500960967,0.989217712055861,0.995027796159651,"GEE","Census",1000051
"prop_white",0.96077133156486,0.952064754402201,0.969557529872551,"GEE","Census",1000051
"prop_belowCollege",1.03455305390396,1.01698345365136,1.05242618992396,"GEE","Census",1000051
"log10_popdense",0.975111891520084,0.931185347446765,1.02111057008254,"GEE","Census",1000051
"face_mask",0.818047655692545,0.79155379431909,0.845428285211784,"GEE","Intervention",1000051
"suspend_medical",0.997624152800525,0.96331552336381,1.03315468931263,"GEE","Intervention",1000051
"ban_nursing_home_visit",0.763306399345185,0.718133407558682,0.811320923311455,"GEE","Intervention",1000051
"earliest_date_school_closed",0.840206791729033,0.76939646211206,0.917534051209058,"GEE","Intervention",1000051
"daycare_close",0.66023934350705,0.606296918821689,0.718981042426874,"GEE","Intervention",1000051
"lv3_stay_home",0.837522974940395,0.812608817662206,0.863200987125632,"GEE","Intervention",1000051
"lifestyle_close",0.863509675595017,0.833507776775222,0.894591485074166,"GEE","Intervention",1000051
"log10_popsize",1.37785060721077,1.30799291620504,1.45143927942609,"OLS","Census",1000051
"med_income",0.845351342645904,0.712751369201843,1.00262016095947,"OLS","Census",1000051
"percent_poverty",1.03854215141946,0.999608587737306,1.07899213102639,"OLS","Census",1000051
"med_age",0.993303556592076,0.990501567888985,0.996113471724511,"OLS","Census",1000051
"prop_white",0.971041141033013,0.961439487859306,0.980738683490271,"OLS","Census",1000051
"prop_belowCollege",1.0291186567209,1.01167485660579,1.04686323149743,"OLS","Census",1000051
"log10_popdense",0.983472164990717,0.936789959066741,1.03248064301959,"OLS","Census",1000051
"face_mask",0.884477543852047,0.856668831607187,0.91318896721255,"OLS","Intervention",1000051
"suspend_medical",0.972078800593383,0.940413203694889,1.00481064158862,"OLS","Intervention",1000051
"ban_nursing_home_visit",0.867618798422071,0.817554667042408,0.920748678615655,"OLS","Intervention",1000051
"earliest_date_school_closed",1.05144061518529,0.976374419651058,1.1322780943568,"OLS","Intervention",1000051
"daycare_close",0.720121783603053,0.662604114012238,0.782632302234792,"OLS","Intervention",1000051
"lv3_stay_home",0.87806807296027,0.852229251341605,0.904690304326477,"OLS","Intervention",1000051
"lifestyle_close",0.882557913433324,0.852910393409073,0.913235993584852,"OLS","Intervention",1000051
"log10_popsize",1.49771802254819,1.41990070936834,1.57980009465842,"GEE","Census",1000052
"med_income",0.81964484194774,0.696249661097171,0.964909147492964,"GEE","Census",1000052
"percent_poverty",1.04847131743045,1.00831109626858,1.09023108794741,"GEE","Census",1000052
"med_age",0.991471628624441,0.988512170711285,0.994439946712919,"GEE","Census",1000052
"prop_white",0.959787686368019,0.950800305551595,0.968860019843237,"GEE","Census",1000052
"prop_belowCollege",1.03951703618758,1.02182333762629,1.05751711546776,"GEE","Census",1000052
"log10_popdense",0.949382412580318,0.905525274309254,0.995363675524538,"GEE","Census",1000052
"face_mask",0.851689911305851,0.823710093106269,0.880620149116694,"GEE","Intervention",1000052
"suspend_medical",0.956646002112842,0.923498137439665,0.99098366987045,"GEE","Intervention",1000052
"ban_nursing_home_visit",0.791391992556427,0.744732531244823,0.840974792433958,"GEE","Intervention",1000052
"earliest_date_school_closed",0.697334798838551,0.641441016736604,0.758099044157137,"GEE","Intervention",1000052
"daycare_close",0.724770130422746,0.653630478123615,0.803652460425294,"GEE","Intervention",1000052
"lv3_stay_home",0.841567864134783,0.816047408958359,0.867886426903072,"GEE","Intervention",1000052
"lifestyle_close",0.802936519200284,0.774611497810326,0.8322972944346,"GEE","Intervention",1000052
"log10_popsize",1.38352028008561,1.31316771655561,1.45764196094376,"OLS","Census",1000052
"med_income",0.881427404326223,0.74302688420051,1.04560721235977,"OLS","Census",1000052
"percent_poverty",1.04098615028108,1.00192055553832,1.08157494033526,"OLS","Census",1000052
"med_age",0.992841545251135,0.990035586951063,0.995655456196632,"OLS","Census",1000052
"prop_white",0.969764566280856,0.960157517730555,0.979467740081591,"OLS","Census",1000052
"prop_belowCollege",1.03587720312105,1.01832118786578,1.05373588680286,"OLS","Census",1000052
"log10_popdense",0.965872461952136,0.919995122842901,1.01403756345433,"OLS","Census",1000052
"face_mask",0.920243275266189,0.891240676136663,0.950189671934125,"OLS","Intervention",1000052
"suspend_medical",0.945059048532016,0.91422134717506,0.976936939803503,"OLS","Intervention",1000052
"ban_nursing_home_visit",0.902574299815331,0.849563947237344,0.958892346286851,"OLS","Intervention",1000052
"earliest_date_school_closed",0.819959786682011,0.761715339613955,0.882657886496488,"OLS","Intervention",1000052
"daycare_close",0.78730356020069,0.721072409944235,0.859618101256458,"OLS","Intervention",1000052
"lv3_stay_home",0.890012956441719,0.86360234923933,0.917231250391848,"OLS","Intervention",1000052
"lifestyle_close",0.819217215332136,0.791555962227194,0.847845102458989,"OLS","Intervention",1000052
"log10_popsize",1.38597490219155,1.31517938222923,1.46058131343948,"GEE","Census",1000053
"med_income",0.790568299361144,0.673509045117732,0.927973039835744,"GEE","Census",1000053
"percent_poverty",1.04069859717438,1.00236449424866,1.08049873711114,"GEE","Census",1000053
"med_age",0.990915999540202,0.988009320619311,0.99383122977956,"GEE","Census",1000053
"prop_white",0.960611153489114,0.952012404302717,0.969287568142091,"GEE","Census",1000053
"prop_belowCollege",1.03415817921197,1.01699730935416,1.05160862255398,"GEE","Census",1000053
"log10_popdense",0.980559240268089,0.935773883283287,1.02748798705687,"GEE","Census",1000053
"face_mask",0.818417856595154,0.792082063443841,0.845629283765869,"GEE","Intervention",1000053
"suspend_medical",1.03620347028888,1.00132966178135,1.07229184635217,"GEE","Intervention",1000053
"ban_nursing_home_visit",0.724225250105541,0.682487864583761,0.768515075664122,"GEE","Intervention",1000053
"earliest_date_school_closed",0.857492414391983,0.783809998964604,0.938101378792181,"GEE","Intervention",1000053
"daycare_close",0.680697609533662,0.618027095482106,0.749723173970868,"GEE","Intervention",1000053
"lv3_stay_home",0.829240444085716,0.805122692327426,0.854080652129758,"GEE","Intervention",1000053
"lifestyle_close",0.846250775081402,0.816727075070326,0.876841721286403,"GEE","Intervention",1000053
"log10_popsize",1.30379002290972,1.23841943040961,1.37261123501324,"OLS","Census",1000053
"med_income",0.848068426740477,0.716499157289372,1.00379749106055,"OLS","Census",1000053
"percent_poverty",1.03024200382051,0.992093690097417,1.06985720908262,"OLS","Census",1000053
"med_age",0.992185238052073,0.989427831056248,0.994950329583447,"OLS","Census",1000053
"prop_white",0.971242029251189,0.961761559567235,0.980815951729689,"OLS","Census",1000053
"prop_belowCollege",1.02848266789165,1.01132530986424,1.04593110430068,"OLS","Census",1000053
"log10_popdense",0.988037046199115,0.941695045459374,1.03665959523622,"OLS","Census",1000053
"face_mask",0.889331165921926,0.861661267268192,0.917889607812535,"OLS","Intervention",1000053
"suspend_medical",0.995019920851484,0.963034492603072,1.0280676865635,"OLS","Intervention",1000053
"ban_nursing_home_visit",0.835170350751979,0.786967344434279,0.8863258681675,"OLS","Intervention",1000053
"earliest_date_school_closed",1.03118955886621,0.955637011912305,1.11271528107396,"OLS","Intervention",1000053
"daycare_close",0.725612766226061,0.667485045932224,0.788802520324475,"OLS","Intervention",1000053
"lv3_stay_home",0.86547888222079,0.840378840116001,0.891328600642482,"OLS","Intervention",1000053
"lifestyle_close",0.861152182104713,0.832600930091018,0.890682503396484,"OLS","Intervention",1000053
"log10_popsize",1.3516655859932,1.28271288167037,1.424324868383,"GEE","Census",1000054
"med_income",0.675434833300705,0.573612399299879,0.795331855784115,"GEE","Census",1000054
"percent_poverty",1.03781801851035,0.998477867313653,1.07870817651925,"GEE","Census",1000054
"med_age",0.991225771880764,0.988282777423686,0.994177530242843,"GEE","Census",1000054
"prop_white",0.965787718644688,0.956881699866954,0.974776628724952,"GEE","Census",1000054
"prop_belowCollege",1.02052961701851,1.00289848362068,1.03847070887172,"GEE","Census",1000054
"log10_popdense",1.00480952442686,0.958579923558178,1.05326864830551,"GEE","Census",1000054
"face_mask",0.808005470413764,0.781558484847663,0.835347389704077,"GEE","Intervention",1000054
"suspend_medical",0.979618700482785,0.945831293392329,1.01461307639091,"GEE","Intervention",1000054
"ban_nursing_home_visit",0.733240449040015,0.690042201624833,0.779143007257274,"GEE","Intervention",1000054
"earliest_date_school_closed",0.711803910999065,0.658596923515053,0.769309405530476,"GEE","Intervention",1000054
"daycare_close",0.625344980811434,0.571576546052125,0.684171433777463,"GEE","Intervention",1000054
"lv3_stay_home",0.793284670442824,0.76939674555969,0.817914258139733,"GEE","Intervention",1000054
"lifestyle_close",0.847332941150571,0.816958089040152,0.878837143288988,"GEE","Intervention",1000054
"log10_popsize",1.2729576387564,1.20857690098065,1.34076793024378,"OLS","Census",1000054
"med_income",0.763518931409855,0.6439845297258,0.905240936252715,"OLS","Census",1000054
"percent_poverty",1.02976581659995,0.991218392397451,1.06981230894327,"OLS","Census",1000054
"med_age",0.992744922272068,0.989958875948545,0.995538809379998,"OLS","Census",1000054
"prop_white",0.975478907075326,0.965842557334963,0.985211400059341,"OLS","Census",1000054
"prop_belowCollege",1.01742322182578,1.00023521537528,1.03490658636925,"OLS","Census",1000054
"log10_popdense",1.00971951672331,0.961872785449206,1.05994630254128,"OLS","Census",1000054
"face_mask",0.896147199395959,0.868033746790923,0.92517117675916,"OLS","Intervention",1000054
"suspend_medical",0.941031534698892,0.910476997387606,0.972611446350206,"OLS","Intervention",1000054
"ban_nursing_home_visit",0.871861580043188,0.822346201708017,0.924358394526033,"OLS","Intervention",1000054
"earliest_date_school_closed",0.788097287129507,0.735703779307154,0.844222024475401,"OLS","Intervention",1000054
"daycare_close",0.701942822611518,0.647370811587947,0.761115140497631,"OLS","Intervention",1000054
"lv3_stay_home",0.85862628600812,0.833275783995838,0.884748018823717,"OLS","Intervention",1000054
"lifestyle_close",0.868488331645138,0.83928721084562,0.89870544011244,"OLS","Intervention",1000054
"log10_popsize",1.47505620796076,1.40139433841781,1.55258998627044,"GEE","Census",1000055
"med_income",0.780748923001646,0.663260097118489,0.91904953036747,"GEE","Census",1000055
"percent_poverty",1.04550852359776,1.00680665131344,1.08569810448666,"GEE","Census",1000055
"med_age",0.992779908682326,0.989883770257168,0.995684520443476,"GEE","Census",1000055
"prop_white",0.961651312643613,0.953053676155142,0.970326509667274,"GEE","Census",1000055
"prop_belowCollege",1.04047283804672,1.02306048497196,1.05818154704966,"GEE","Census",1000055
"log10_popdense",0.951919524480153,0.908813808978795,0.997069776156607,"GEE","Census",1000055
"face_mask",0.831855573749388,0.804834835092607,0.859783480294191,"GEE","Intervention",1000055
"suspend_medical",1.05589526230514,1.02042812876306,1.09259513093776,"GEE","Intervention",1000055
"ban_nursing_home_visit",0.782380643328218,0.736893867471387,0.830675213996735,"GEE","Intervention",1000055
"earliest_date_school_closed",0.671713036184354,0.617701908262711,0.730446833568963,"GEE","Intervention",1000055
"daycare_close",0.760943231673224,0.692278472764355,0.836418615643401,"GEE","Intervention",1000055
"lv3_stay_home",0.873913526723679,0.847940190276448,0.900682454904782,"GEE","Intervention",1000055
"lifestyle_close",0.817322689731719,0.788650391243039,0.847037402843853,"GEE","Intervention",1000055
"log10_popsize",1.38112857256686,1.31205208396358,1.45384177752925,"OLS","Census",1000055
"med_income",0.843345341159182,0.712570665029612,0.998120466305387,"OLS","Census",1000055
"percent_poverty",1.03497904152088,0.996578977529546,1.07485873226312,"OLS","Census",1000055
"med_age",0.993916825549043,0.991153782153975,0.996687571491325,"OLS","Census",1000055
"prop_white",0.971043297480005,0.96156430640969,0.98061573136128,"OLS","Census",1000055
"prop_belowCollege",1.03449906734569,1.01721900933791,1.05207267118973,"OLS","Census",1000055
"log10_popdense",0.96228959086224,0.917288978149185,1.00949785589947,"OLS","Census",1000055
"face_mask",0.908341921296301,0.88011266045418,0.937476624365877,"OLS","Intervention",1000055
"suspend_medical",1.02498022739707,0.992042593106685,1.05901145157985,"OLS","Intervention",1000055
"ban_nursing_home_visit",0.894090765193754,0.843563236068946,0.947644778985386,"OLS","Intervention",1000055
"earliest_date_school_closed",0.757530604564022,0.706044921497363,0.812770688349573,"OLS","Intervention",1000055
"daycare_close",0.84884572682242,0.782654490367012,0.92063493765531,"OLS","Intervention",1000055
"lv3_stay_home",0.919939243224742,0.89319816902327,0.947480906897005,"OLS","Intervention",1000055
"lifestyle_close",0.835063462933211,0.80733145328627,0.863748073096245,"OLS","Intervention",1000055
"log10_popsize",1.42166001536517,1.35015218915461,1.49695509552417,"GEE","Census",1000056
"med_income",0.756034740137258,0.641407141655409,0.89114774559447,"GEE","Census",1000056
"percent_poverty",1.06504054878158,1.02452302933143,1.10716044254192,"GEE","Census",1000056
"med_age",0.991816338243256,0.988869239891762,0.994772219746599,"GEE","Census",1000056
"prop_white",0.967466621791574,0.958477938654463,0.976539601521524,"GEE","Census",1000056
"prop_belowCollege",1.02941490987228,1.01210402920828,1.04702187333085,"GEE","Census",1000056
"log10_popdense",0.955452706329294,0.911971880295065,1.00100660311655,"GEE","Census",1000056
"face_mask",0.802732293335075,0.776449099541519,0.829905186500294,"GEE","Intervention",1000056
"suspend_medical",1.03878949175816,1.00343203439945,1.07539282302563,"GEE","Intervention",1000056
"ban_nursing_home_visit",0.7280719992698,0.686444720117039,0.772223633725878,"GEE","Intervention",1000056
"earliest_date_school_closed",0.667254343640382,0.616158233226592,0.722587697604009,"GEE","Intervention",1000056
"daycare_close",0.647439631659975,0.588610370626705,0.712148642909057,"GEE","Intervention",1000056
"lv3_stay_home",0.848076770676825,0.822576022383708,0.87436806980757,"GEE","Intervention",1000056
"lifestyle_close",0.841392445987659,0.811000920655127,0.872922866219708,"GEE","Intervention",1000056
"log10_popsize",1.32979332450966,1.26254028038862,1.40062880636659,"OLS","Census",1000056
"med_income",0.827921117386886,0.698319805379105,0.981575162748005,"OLS","Census",1000056
"percent_poverty",1.05111758938433,1.01162463938302,1.09215230995852,"OLS","Census",1000056
"med_age",0.99345555032913,0.990659557266046,0.996259434677521,"OLS","Census",1000056
"prop_white",0.976574085405454,0.966927071204534,0.986317347695566,"OLS","Census",1000056
"prop_belowCollege",1.02450067949728,1.00720505792466,1.04209329970312,"OLS","Census",1000056
"log10_popdense",0.971003216702231,0.925091868571321,1.01919309733225,"OLS","Census",1000056
"face_mask",0.892662516316662,0.864587334606779,0.92164936512655,"OLS","Intervention",1000056
"suspend_medical",0.998984204789826,0.96655349221057,1.0325030631643,"OLS","Intervention",1000056
"ban_nursing_home_visit",0.863983988869677,0.81429087341184,0.916709688634347,"OLS","Intervention",1000056
"earliest_date_school_closed",0.79118946937901,0.736361264173409,0.850100089334444,"OLS","Intervention",1000056
"daycare_close",0.722063357172606,0.664974108874736,0.784053822266317,"OLS","Intervention",1000056
"lv3_stay_home",0.896762248974293,0.870427766851619,0.923893471475755,"OLS","Intervention",1000056
